par,val
cov_BVSP/FTSE,0.136366577995234
cov_BVSP/GDAXI,0.13528721452003206
cov_BVSP/HSI,0.09919589538155248
cov_BVSP/IBEX,0.0991617719149505
cov_BVSP/IXIC,0.14201003731538445
cov_BVSP/KS11,0.11841622848488044
cov_BVSP/KSE,-0.005582095693624936
cov_BVSP/MXX,0.09397686742225214
cov_BVSP/N225,0.10901325822790217
cov_BVSP/NSEI,0.10392877710913166
cov_BVSP/RUT,0.1200175210517556
cov_BVSP/SPX,0.16121868099193634
cov_BVSP/SSEC,0.06166951386937522
cov_BVSP/SSMI,0.12056386391512726
cov_BVSP/STOXX50E,0.13942073707501107
cov_DJI/FCHI,0.24003240898485753
cov_DJI/FTSE,0.24406203519271655
cov_DJI/GDAXI,0.2531787782667552
cov_DJI/HSI,0.15070512326549035
cov_DJI/IBEX,0.18983824873101338
cov_DJI/IXIC,0.271156242137389
cov_DJI/KS11,0.18246771563982314
cov_DJI/KSE,0.02927248480326082
cov_DJI/MXX,0.15036340570283727
cov_DJI/N225,0.17730482702992134
cov_DJI/NSEI,0.11910289277531243
cov_DJI/RUT,0.19960320962784403
cov_DJI/SPX,0.31219803300104565
cov_DJI/SSEC,0.07932989299011478
cov_DJI/SSMI,0.21667129813822306
cov_DJI/STOXX50E,0.2557283173706051
cov_FCHI/FTSE,0.23079033595493706
cov_FCHI/GDAXI,0.2494114154564492
cov_FCHI/HSI,0.12298994719336223
cov_FCHI/IBEX,0.20710712681600854
cov_FCHI/IXIC,0.21612586098846617
cov_FCHI/KS11,0.13867743938971203
cov_FCHI/KSE,0.009100128195207804
cov_FCHI/MXX,0.12127680609209752
cov_FCHI/N225,0.1467444001392698
cov_FCHI/NSEI,0.0876663063974384
cov_FCHI/RUT,0.16276047455394516
cov_FCHI/SPX,0.2504030074635565
cov_FCHI/SSEC,0.06716694979549417
cov_FCHI/SSMI,0.20569429099833936
cov_FCHI/STOXX50E,0.25965119681492105
cov_FTSE/GDAXI,0.23065593736732046
cov_FTSE/HSI,0.12990089149801928
cov_FTSE/IBEX,0.1967255917149772
cov_FTSE/IXIC,0.217417850639922
cov_FTSE/KS11,0.14254850386608608
cov_FTSE/KSE,0.019276354111620517
cov_FTSE/MXX,0.1432562756081697
cov_FTSE/N225,0.151765736640271
cov_FTSE/NSEI,0.1019997757471418
cov_FTSE/RUT,0.18107926801163593
cov_FTSE/SPX,0.2532898577912441
cov_FTSE/SSEC,0.08067229070596198
cov_FTSE/SSMI,0.20593683190210718
cov_FTSE/STOXX50E,0.24650940479479533
cov_GDAXI/HSI,0.1325927794342616
cov_GDAXI/IBEX,0.19550142669070578
cov_GDAXI/IXIC,0.23473804196323164
cov_GDAXI/KS11,0.16316204952452829
cov_GDAXI/KSE,0.02131352198275147
cov_GDAXI/MXX,0.11194763491114876
cov_GDAXI/N225,0.15913346995974983
cov_GDAXI/NSEI,0.08761765070956719
cov_GDAXI/RUT,0.1452109114318175
cov_GDAXI/SPX,0.2621557206396641
cov_GDAXI/SSEC,0.0635766994399803
cov_GDAXI/SSMI,0.21097728154661088
cov_GDAXI/STOXX50E,0.2711723893708279
cov_HSI/IBEX,0.09349977017647661
cov_HSI/IXIC,0.15486366830731904
cov_HSI/KS11,0.1310392207680303
cov_HSI/KSE,0.007576239610383996
